train_epoch,500
batch_size,32
lr,0.001
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
model_name,single_fc_modal_hsi_version_0
log_name,single_fc_modal_hsi_version_0.csv
backbone,single_fc
patch_size,7
data_root,../data/Huston2013
modal,hsi
gpu,1
version,0
name,single_fc_modal_hsi_version_0
0.12772933879260268,0.749775,0.769124
0.12741121289770255,0.592687,0.769124
0.12460389666343002,0.635566,0.769124
0.11878517420774096,0.771501,0.771501
0.12176718897698971,0.759203,0.771501
0.1195322105640106,0.657621,0.771501
0.1258917028984327,0.670411,0.771501
0.11962022864667887,0.749447,0.771501
0.1176149495825004,0.634008,0.771501
0.10904569400662786,0.754202,0.771501
0.10057067519493318,0.768632,0.771501
0.10318544843977087,0.767566,0.771501
0.10849071787984184,0.76732,0.771501
0.09434859619967723,0.69058,0.771501
0.0936868487114317,0.71329,0.771501
0.08854296445595415,0.791506,0.791506
0.09103582430044922,0.651062,0.791506
0.09484756614468741,0.725506,0.791506
0.10217661473355936,0.649504,0.791506
0.10024809205297673,0.754284,0.791506
0.08553932153023361,0.76855,0.791506
0.08382096453412866,0.757727,0.791506
0.07667054120827926,0.765598,0.791506
0.0833487157197146,0.726818,0.791506
0.08211379872865221,0.701402,0.791506
0.08520952459382877,0.79003,0.791506
0.07987998191560253,0.721981,0.791506
0.08133932937648189,0.759859,0.791506
0.08560455368643397,0.618677,0.791506
0.072828712423196,0.753218,0.791506
0.0657234133922317,0.788473,0.791506
0.07771602497969786,0.773797,0.791506
0.0776387993141674,0.667377,0.791506
0.05923936103753159,0.680659,0.791506
0.05905383785537789,0.782242,0.791506
0.06809057042086392,0.587358,0.791506
0.07597465266923556,0.737558,0.791506
0.07749817660601621,0.784291,0.791506
0.06923408876434806,0.790358,0.791506
0.0666091436771362,0.784619,0.791506
0.053989278497906884,0.727884,0.791506
0.0648940136718951,0.680495,0.791506
0.06875090730073077,0.764614,0.791506
